"","modality","question","word","given_count","selected_count","model_rating","select_rate","r_modality","p_modality"
"233","Olfactory","Olfactory.2","aspintades",138,60,0.5839167,0.434782608695652,0.183752428195587,0.349273369832507
"234","Olfactory","Olfactory.2","citocoli",138,79,0.47381434,0.572463768115942,0.183752428195587,0.349273369832507
"235","Olfactory","Olfactory.2","dabbedness",138,43,0.03159093,0.311594202898551,0.183752428195587,0.349273369832507
"236","Olfactory","Olfactory.2","frumbered",138,36,0.0025098696,0.260869565217391,0.183752428195587,0.349273369832507
"237","Olfactory","Olfactory.2","margrel",138,61,0.14079794,0.442028985507246,0.183752428195587,0.349273369832507
"238","Olfactory","Olfactory.2","tescourine",138,76,0.5811149,0.550724637681159,0.183752428195587,0.349273369832507
"239","Olfactory","Olfactory.3","bambeagna",127,32,0.55451286,0.251968503937008,0.183752428195587,0.349273369832507
"240","Olfactory","Olfactory.3","cazzagra",127,34,0.44117108,0.267716535433071,0.183752428195587,0.349273369832507
"241","Olfactory","Olfactory.3","fifuffies",127,50,0.45670226,0.393700787401575,0.183752428195587,0.349273369832507
"242","Olfactory","Olfactory.3","lusidour",127,70,0.5801769,0.551181102362205,0.183752428195587,0.349273369832507
"243","Olfactory","Olfactory.3","operrhaging",127,41,0.03845884,0.322834645669291,0.183752428195587,0.349273369832507
"244","Olfactory","Olfactory.3","seasslins",127,72,0.17438567,0.566929133858268,0.183752428195587,0.349273369832507
"245","Olfactory","Olfactory.3","selorine",127,82,0.5432901,0.645669291338583,0.183752428195587,0.349273369832507
